dpmid_xt_review_summary_reviewbody_all.shoptype	dpmid_xt_review_summary_reviewbody_all.cat1_id	dpmid_xt_review_summary_reviewbody_all.cat2_id	dpmid_xt_review_summary_reviewbody_all.cat3_id	dpmid_xt_review_summary_reviewbody_all.city_id	dpmid_xt_review_summary_reviewbody_all.shop_id	dpmid_xt_review_summary_reviewbody_all.source	dpmid_xt_review_summary_reviewbody_all.review_id	dpmid_xt_review_summary_reviewbody_all.reviewbody	dpmid_xt_review_summary_reviewbody_all.addtime	dpmid_xt_review_summary_reviewbody_all.updatetime	dpmid_xt_review_summary_reviewbody_all.hp_cal_dt
10	110	3027	NULL	1	23022705	DIANPING	219407642	味道不错～环境也可以～上菜速度快	2016-01-11 11:42:35	2016-01-11 11:42:35	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	305604771	不错！朋友聚餐，不错的地方。。	2016-10-02 22:39:33	2016-10-02 22:39:33	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	337586277	大晚上去都有人排队，总体来说还是很满意的，最喜欢奶豆腐！	2017-03-15 13:50:39	2017-03-15 13:50:39	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	183473955	味道还是不错，只是感觉可以再稍微酸爽一点，这鱼也太大了吧。。。。。。最小的也有3.4斤，两个人吃死的节奏啊。又吃多了，哎……	2015-09-26 23:39:44	2015-09-26 23:39:44	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	205011144	口味很不错！还是一如即往！服务也很不错！	2015-12-06 13:48:46	2015-12-06 13:48:46	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	258220310	去中山公园吃饭，大众搜了一下，想吃酸菜鱼就来这家了，从龙之梦走过去有点距离的。5点多到店，人还好不多，服务生会带你去选鱼，两个人点了条最小的，2.5斤，一会儿就端上来了。要的微辣的，还是觉得有点偏辣了，鱼感觉有点腥，朋友说没感觉，不过味道还是不错的，炸豆皮很好吃，现吃，烫着吃都不错，晚一点人就多起来了，生意还是不错的。	2016-05-14 22:46:35	2016-05-14 22:46:35	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	317935458	量很足，不过最好不要点不辣的，酸菜有点酸。这里的印度飞饼很好吃，真的是印度人做的。。。。也是牛逼	2016-11-19 10:30:04	2016-11-19 10:30:04	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	202142448	服务非常好，小姑娘挺勤快的，也挺活络	2015-12-01 21:18:18	2015-12-01 21:18:18	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	359695408	鱼蛮少的 不晓得是不是因为刚开业 打折的原因 鱼是可以的  沙茶酱好闲啊！！！ 然后蔬菜摆盘都感觉挺廉价的 有个味道还挺怪的   一般叭	2017-07-24 09:35:48	2017-07-24 09:35:48	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	256761965	口味还行，但是羊肉有点膻，鱼挺好吃的	2016-05-10 13:24:38	2016-05-10 13:24:38	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	299971625	2个人，3斤半的黑鱼，酸菜和鱼满满的一大锅，鱼肉很鲜，很嫩，锅底酸酸的，极度开胃，吃好鱼再涮一点羊肉，牛肉，萝卜，豆皮，那个酸爽的味道让人回味，完全不用沾调料。但是每次吃完都会拉肚子，不知道到底怎么回事。	2016-09-13 18:28:50	2016-09-13 18:28:50	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	364857556	服务员主动告知锅里已经有宽粉，不用再点，非常好	2017-08-19 14:44:41	2017-08-19 14:44:41	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	325777246	不错。除了环境油腻一点。其他都很好。味道一级棒！	2016-12-30 10:43:53	2016-12-30 10:43:53	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	190364634	大大有名的酸菜鱼，评分很高，所以在中山公园附近就得来尝尝酸菜鱼是现点现称现杀现做的，满满一锅的酸菜鱼上来，很香味道也很好很新鲜，鱼也很嫩，赞一个，推荐然后吃完酸菜鱼觉得还不够，还可以点一些涮品放入锅内一起煮，味道也不错环境一般，有点嘈杂，主要是因为生意太好了服务一般，服务员很忙碌，有点应接不暇	2015-10-21 14:19:31	2015-10-21 14:19:31	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	200374657	抢购的秒杀，五折，3个人吃了212，算下来才花了112，真心便宜。鱼也不错，芝心年糕和油炸豆腐皮都不错。服务也很勤快。	2015-11-26 22:57:48	2015-11-26 22:57:48	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	367068430	當中隔了一個禮拜去了兩次，原因是中了霸王餐第一次去吃結賬時被告知68折和霸王餐券不能同時使用（其實，第一次打68折和用券算下來一塊錢都不差！），第二次去才把券用掉的。環境一般般啦，兩次點的都是黑魚，藤椒味的酸菜魚酸菜太少，第二次點中辣的，的確蠻辣的，酸菜也夠多。印度飛餅冷掉的不是很好吃，奶豆腐也沒點評上說的那麼好吃，夫妻肺片還不錯，火鍋涮的蝦滑挺實打實的，別的都一般般哦。	2017-08-30 18:51:55	2017-08-30 18:52:08	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	159699551	谢谢点评抽中100元代金券，这家店就在家门口啊真心方便！在台风来临前夜赶去吃了，新装修的店楼上别有洞天装潢的很别致。鱼是黑鱼，自己选，挑鱼的小哥也会根据你的人数推荐不会瞎来来。上锅的鱼雪白粉嫩相当新鲜，连平时很挑剔的老妈也对这鱼赞赏有加。吃完鱼锅可以刷其他菜，我们点了牛肉羊肉和其他一些常见菜，感觉他们家吃火锅的菜品质一般吧，但量还是挺足的。对了，门口还有个印度人做印度飞饼，飞饼味道不错哦！推荐菜：鱼、印度飞饼	2015-07-12 17:34:23	2015-07-12 17:34:23	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	207604547	吃到现在觉得这家鱼片做的最薄最嫩最入味，新鲜的黑鱼看的到，酸菜很很有味又酸又辣，感觉很干净。吃完辣的鱼再来一份甜的印度飞饼，很享受。价钱适中	2015-12-13 19:06:32	2015-12-13 19:06:32	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	212946885	2点5斤，4个大男人有点少。。。	2015-12-27 08:01:43	2015-12-27 08:01:43	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	256136946	一如既往的好 性价比很高 吃多了有点腻 总体还是很不错的	2016-05-08 14:57:02	2016-05-08 14:57:02	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	294186024	上班中午开车过来吃的 本身不是很爱酸菜鱼 但是这家店让我改！观！了！鱼当场挑 条条活蹦乱跳点了中辣 味道赞的叻 鱼肉很嫩 因为新鲜 所以味道不用说 汤底里的蒙古宽粉好吃的不得了 qq的很有嚼劲还点了些配菜放进去 值得一提的是虾滑 真材实料印度飞饼也很好吃 大堂里是一个印度人在做的 绝对会再去的一家酸菜鱼	2016-08-25 17:38:27	2016-08-25 17:38:58	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	321830947	很大的一家店，在最里面是有包厢的，不过吃酸菜鱼的味道太重了，整个衣服上都是，安排了一个包厢， 鱼是现杀的，很新鲜，点的4斤黑鱼5个人吃，还点了一些其他的配菜，吃得很饱。黑鱼的肉很嫩，鱼肉也是非常入味的，刺很少，汤也很好喝。吃的是微辣，所以汤喝起来不是特别辣，但是很入味，里面的酸菜也是非常好吃的，而且还加了一份。	2016-12-08 14:57:23	2016-12-08 14:57:23	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	159775316	酸菜鱼味道不错，鱼肉很嫩汤也鲜	2015-07-12 20:33:58	2015-07-12 20:33:58	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	165803337	工作日中午去吃的，108元3个人，鱼片很薄，嫩而有弹性，乌鸡片第一次尝试味道小惊喜…总之是性价比很高的一餐。	2015-08-01 09:16:15	2015-08-01 09:16:25	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	166094929	鱼很好吃，片的很薄，点了两斤半，满满的一锅啊，下面有萝卜很粉条，吃药吃鱼就饱了～	2015-08-01 21:50:32	2015-08-01 21:50:32	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	181440751	还不错，分量比较足，味道挺好，有闪惠价格也给力	2015-09-19 16:38:35	2015-09-19 16:38:35	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	247500482	第二次吃了 不错 飞饼很好吃的 就是要等位啊	2016-04-10 15:10:11	2016-04-10 15:10:11	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	287592170	就在我们隔壁，味道很好，鱼也很新鲜。	2016-08-07 00:12:37	2016-08-07 00:12:37	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	293610259	不知道是第几次来吃了，完全掉进鱼坑里了，每次都要排队，这次算是运气好，最后一个不用等位的位置被坐到了，黑色3斤，其实要微辣中辣的更好吃，鱼片也是薄薄嫩嫩的，很新鲜入味。炸豆皮也是不错的，飞饼神马的每次必点，基本已经轮了个遍，巧克力味的也是没sei了，只是现在纸巾还要买觉得不人性了，酸梅汤也是好喝的	2016-08-23 20:49:26	2016-08-24 00:03:17	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	297886446	之前在嘉定吃过一次 一直怀念这家鱼的味道 这几天偶尔在大众点评上一搜才知道附近也有百素的分店 所以就拉着我家男票来吃啦中午有很优惠的午市套餐 俩人点了一个A套餐另加了几个小菜吃得真的很饱 更何况我们还是吃货 可想而知这几的份量该有多足这家店主打的就是酸菜鱼火锅 味道真的很赞 鱼片很嫩 也切得很薄 很入味 男票说很好吃 本来他不太喜欢吃鱼?套餐里还有另外的几个凉菜 名字叫什么我也不太清楚 也很好吃肥牛卷也很新鲜 配上酸辣的汤汁味道简直不要太好服务和环境都很好 工作人员也是随叫随到 大力推荐 满分??	2016-09-06 14:22:03	2016-09-06 14:22:03	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	333750648	三个人吃，两男一女，我们差不多点了3.5斤的鱼。然后后面点了一些素菜，牛肉，羊肉，反正我现在是吃撑了，剩下就靠他们了。酸萝卜很不错，鱼肉很鲜，底料里面就有宽粉，所以不必另点。炒饭也很不错，下次还会再来。这次来没等位…	2017-02-19 18:57:57	2017-02-19 18:57:57	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	222489886	酸辣，够味！吃起来够舒服！价格还不错	2016-01-19 19:53:55	2016-01-19 19:53:55	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	228313767	很好，我们的最爱，尤其是黑鱼的营养价值很高。	2016-02-06 18:36:53	2016-02-06 18:36:53	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	301165514	人气很高的店，吃过一次闸北的同名连锁。这家貌似更火，排号排了一个多小时，中间还可以买印度飞饼吃，有座位和免费酸梅汤。服务有一点让人无语，即把好几桌来排号不到半小时的中桌插队在我们前面，让我们眼看着他们一个个插进来、把明明是上限四人的桌硬塞一两个凳子改成中桌，也是醉了。我们三个人等了将近一个半小时，最后忍不了了去理论了下，马上给我们排了，敢情是欺软怕硬。鱼味道不错，挺鲜，酸菜很入味，酸劲儿很爽快。上菜特别快，快到简直让我们怀疑杀鱼师傅的手速。量比想象的大，三人吃条三斤左右的鱼基本不用再点其他菜。点蔬菜的话，鱼吃完会转换成鱼汤底火锅模式。总之味道不错，环境尚好，服务很难评价（P.S.闸北店的服务也有待加强）	2016-09-17 17:36:55	2016-09-17 17:36:55	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	315516810	不错的选择，量也很多，非常好吃，还会再去得	2016-11-08 19:41:45	2016-11-08 19:41:45	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	350049486	中了霸王餐过几天要结束了。提前定了位置5.30保留到40分。等孩子下课赶过来，有点紧张，所以提前打电话打了招呼希望多留10分钟。前台还是比较客气的，说尽量早点来。我们到店正好40分。马上入座。酸菜鱼点了微辣，鱼片很嫩，我个人的话喜欢麻辣点，但孩子吃不了太辣。这个口味适合他。酸梅汁也不错，有点小时候的味道。服务员很热情，一会就过来换骨盆。环境也不错，很好找。鱼的量也多，吃不了还帮忙打包了！	2017-05-28 13:11:59	2017-05-28 13:11:59	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	362088654	挺好的！确实挺好吃的。就有一点我差点没笑出声来。点鱼的时候，要去指定区域，负责那里的小伙子，把鱼捞出来放在称上的时候，会特意一甩胳膊，显得鱼好像特别鲜活一样。其实吧，那鱼躺在称上，并没有太动，勉强能看出来是活的而已。心里就想，40几元一斤的鱼没必要搞那么高的要求，但是吧，那个小伙子也真没必要搞得那么刻意。太假，太尴尬！	2017-08-05 19:27:49	2017-08-05 19:27:49	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	167388587	非常非常好吃！以后会常去的哦！	2015-08-05 21:22:19	2015-08-05 21:22:19	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	208948454	好吃又实惠 强烈推荐 鱼肉很嫩 点赞	2015-12-17 19:01:36	2015-12-17 19:01:36	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	214103692	环境不错，酸菜鱼很好吃，折扣很给力	2015-12-29 17:46:24	2015-12-29 17:46:24	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	236077450	很好吃的鱼，很嫩、六个人点了四斤多的鱼，吃完鱼、汤也喝光，	2016-03-03 12:59:38	2016-03-03 12:59:38	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	341639200	闺蜜聚会，不想吃的太油腻，大家又都爱吃鱼，附近美食一搜，搜到了这家，从中山公园步行7-8分钟就到了，还是比较方便的，招牌很明显，在二楼，它家现在午市有套餐一锅酸菜鱼加上两个凉菜一个肥牛一个金针菇涮菜，两个人点了一个套餐吃的很饱，好大一锅酸菜鱼，鱼肉紧实，蛮新鲜的，好吃。还点了他家的话梅花生，好好吃。顺便一提，他家的印度飞饼是阿三做的，这次吃太饱下次可以试试😀	2017-04-08 07:43:32	2017-04-08 07:43:32	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	185186768	很喜欢的口味，以后还会去吃的，酸的够味	2015-10-03 11:11:29	2015-10-03 11:11:29	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	268266656	多地不开冷气，这里不仅开，而且较足。味道中辣，鱼片薄，入口可。只是高估2斤7黑鱼，难以饱腹。虽然冒雨而来，也不算无功而返。	2016-06-14 01:58:11	2016-08-17 02:18:42	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	358641433	今天中午是吃的，这家店是老店新开，现在搬到了定西路宏基三楼，原爽辣火锅的位置，现在这家店试营业全场6.8折价格很实惠，今天点了微辣的酸菜鱼，因为人多点了两锅，第一锅没有问题，味道很正，第二锅的话鱼有些泥土味，而且鱼肉偏老，配菜方面中规中矩，飞饼还是很好吃	2017-07-17 22:58:31	2017-07-17 22:58:31	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	241341998	茶的味道很好，环境也不错，在这地段算是比较实惠的	2016-03-20 14:15:14	2016-03-20 14:15:14	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	320557956	百素我家酸菜鱼，在定西路上，不是周末等位也算蛮严重的了，大概等了43分钟，但是他却又一个特别的措施，就是等位超过20分钟就送鸡毛菜，三十分钟送口水鸡，四十分钟送极品牛肉卷，算是比较吸睛的一招。只卖黑鱼，自己去选鱼，活鱼现杀，等到上桌的时候品尝一下，感觉口感上比较普通，肉质不是特别的嫩，汤的话偏辣，当然选的中辣，也会比较辣 但是汤里的酸度并不够，提现不了酸菜鱼的特点，相比另一个品牌的酸菜鱼（此处不点名，以免有托之嫌）口感上要差一点，鱼肉略柴，量还是很大的，飞饼量很足啊，很好吃的飞饼，秋葵口感一般，因为没有特别的酱料，喜欢酸甜口味的或者芥末口味的，这个只是酱油，而且芥末不冰	2016-12-01 22:32:54	2016-12-01 22:32:54	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	210033583	非常好吃的鱼，鱼是现杀的，汤很入味，酸酸辣辣，个人很是喜欢。这家店人气爆足，6点很多人等位。服务员非常棒，服务很到位。还帮忙看了怎么买单优惠	2015-12-20 14:44:08	2015-12-20 14:44:08	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	259495517	吃了好几次，也就鱼还可以，其他的菜一般，印度飞饼是特色，看上去真是印度人在做的	2016-05-18 20:39:20	2016-05-18 20:39:20	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	293204395	酸菜鱼酸爽可口非常滑嫩，虾滑Q弹有嚼劲，口水鸡也非常不错吃。总之非常符合我们全家口味！	2016-08-22 17:17:16	2016-08-22 17:17:16	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	363133184	走进商场就可以看到新店68折的宣传牌，下午去的只有黑鱼一种可以选，份量都是三斤起的，两个女生吃量有点大了，还点了几个冷菜和飞饼，飞饼是现场做的，奶豆腐很喜欢，有冰淇淋的口感，荞麦面也不错很爽口，冰淇淋三文鱼卷里面有加芥末，喜欢吃芥末的人应该会喜欢，其他菜品点多了导致鱼最后都没吃完!不过68折是真的很划算不知道活动到什么时候，争取活动结束前再来一次！	2017-08-10 22:41:15	2017-08-10 22:41:15	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	248944547	味道不错，价格实惠，以后会再来。	2016-04-15 21:15:02	2016-04-15 21:15:02	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	267148894	很不错，很喜欢，量也足够！还会去的！	2016-06-10 20:59:21	2016-06-10 20:59:21	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	279764131	鱼点少了，可以再多点一些，鱼好吃的，但是我觉得有点辣	2016-07-17 11:45:50	2016-07-17 11:45:50	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	286832130	太酸了，一同去了5位其中有俩不吃鱼的，只吃了清汤锅底，不好吃不说，结果不打折了。挺扫兴的	2016-08-05 02:08:20	2016-08-05 02:08:20	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	152204809	很满意的。口味很好，我们29元团的特划算啦！人也不多，环境很好，服务员态度热情。	2015-06-16 16:30:19	2015-06-16 16:30:19	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	216434059	味道和百岁的一样一样 这家店的环境比较下来好一点	2016-01-03 18:58:36	2016-01-03 18:58:36	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	224711427	平时就喜欢吃酸菜鱼，大众点评搜了一下，选了这家店，去的比较早，才下午四点多，晚饭时间没到果然好不用排队，2个人点了一条2.5斤的黑鱼，端上来好大一锅，里面酸菜萝卜很开胃啊，宽宽的粉条有嚼劲，鱼头边鱼肉稍微有点腥味，其它都还好，一锅刚好吃饱，大麦茶很香好喝，非常赞	2016-01-26 14:04:33	2016-01-26 14:04:33	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	321650315	和朋友一起来吃的，好吃，鱼嫩，涮菜也都很好吃！！！	2016-12-07 14:05:15	2016-12-07 14:05:15	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	156005030	很幸运抽到了100元的代金券，离家也很近，第一天就迫不及待来尝试了，黑鱼很新鲜，现挑的，片好的鱼片也很薄，味道很鲜美，很适合爱酸菜鱼的我！荞麦面也经惊艳！以后还会来！好评！！	2015-06-29 18:52:49	2015-06-29 18:52:49	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	215522592	无数次听小伙伴推荐，总算平安夜前一晚跟同事去拔草了，离公司也方便。5个人点了5斤左右的鱼，上来一大盆我也是醉了，果然鱼肉很Q弹，点的微辣，是我能承受的，建议上来先喝口汤，回味是有些鲜甜的呢。吃货同事说先把鱼吃了再开水煮火锅，吃完鱼已经很撑了，里面还有蛮多辅菜的，火锅的话就是平时常见的菜类，但是菜品还算齐全，东西也算新鲜干净，不错的体验，下次还要去的店，棒棒哒！	2016-01-01 21:29:39	2016-01-01 21:29:39	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	245811501	味道不错，价格还可以，三斤半鱼一会儿就没了。好奇怪的说	2016-04-04 16:31:20	2016-04-04 16:31:20	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	189278816	第二次来啦，超级好吃。每次都吃撑了…	2015-10-17 14:05:45	2015-10-17 14:05:45	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	242178719	很不错 鱼片很薄 几乎都没骨头 酸菜也很入味	2016-03-23 13:10:07	2016-03-23 13:10:07	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	248814498	口味一般般，还行，没有惊喜的感觉，环境服务更加一般	2016-04-15 14:08:31	2016-04-15 14:08:31	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	255109514	鱼肉比较鲜嫩，里面的萝卜味道不错，适合三人吃，两个人量有点大	2016-05-05 14:13:35	2016-05-05 14:13:35	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	266747030	鱼是新鲜的，而且滑嫩，可以没有入味。	2016-06-09 20:25:19	2016-06-10 21:10:41	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	328623388	小伙伴聚餐挑选的火锅，人不多，所以服务员能及时的提供服务，对酸菜鱼无感，食材都挺新鲜，配的酱料也很正宗。就是地铁出去有一段比较长的路。唯一遗憾就是没有花菜，火锅标配怎么能没有花菜呢。酸梅汁味道也不错的。	2017-01-15 17:02:16	2017-01-15 17:02:16	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	197443220	超好吃的酸菜鱼！一个礼拜去吃了三次！！yummy yummy	2015-11-16 15:03:53	2015-11-16 15:03:53	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	205843390	味道很好服务好，有特色。交通便利。人气旺盛	2015-12-08 20:29:45	2015-12-08 20:29:45	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	214988373	性价比高，东西真的蛮好吃的，天冷吃吃蛮好	2015-12-31 19:49:35	2015-12-31 19:49:35	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	251082181	鱼是没什么说的了一个字 好 后面开火锅的时候调料比较一般，在调料上再下一点点功夫就完美了。	2016-04-23 01:21:56	2016-04-23 01:21:56	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	272079329	团了午市双人套餐，份量十足，比较实惠，就是味道真的很一般，主打的酸菜鱼也处理的很粗糙，不是很嫩。套餐里的素鸡和拌莴笋不过不失，作为火锅的羊肉还挺鲜嫩的，还嘴馋点了印度飞饼⋯⋯嗯⋯⋯吃个新鲜，味道还行吧。	2016-06-25 23:03:12	2016-06-25 23:03:12	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	303216004	中午人也好多啊 基本都是小桌等位 还好是大桌不用等位 有的时候 外面还有人在等位 鱼果然不负众望 点的微辣 味道真不错 奶冻也挺好的 口水鸡也很好吃 香蕉飞饼香蕉略少 榴莲飞饼料好多 但是飞饼味道一般 5个人点了6斤多的鱼 吃撑了 好满足	2016-09-24 19:30:16	2016-09-24 19:30:16	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	303707549	一直很喜欢吃酸菜鱼，这家挺不错的，量也很足。很赞哦！	2016-09-26 10:52:26	2016-09-26 10:52:26	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	324983513	公司的第二食堂，话说每次回去同事都嚷着要吃酸菜鱼，但自从那次在古美路吃伤了之后，对酸菜鱼的热情大大削弱……这次我算是不情不愿地去的。中午依旧是爆满，好在同事提前去占座。为了照顾不能吃辣的人，只好退而求其次的点了微辣，正是这样导致后面的一系列问题。在漕河泾吃了百岁家的鱼之后，一对比就觉得百素的汤实在是有点寡淡。吃鱼的时候还好，一旦加汤开始涮菜的时候，一点味道都没有。这也是我不愿意在他家吃微辣的重要原因，最后就像水煮菜似的。不能吃辣的人怎么可以做朋友！！！我真的真的开始不喜欢吃酸菜鱼了，求小伙伴再来易园的时候换家店吃吧……还有！厨房乐章也不要再吃了！！吃点没吃过的吧……	2016-12-25 17:05:22	2016-12-28 23:34:02	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	216514375	味道非常的八错，来了很多次了。新鲜的大麦茶很好喝～	2016-01-03 21:26:12	2016-01-03 21:26:12	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	241099931	鱼很嫩啊 好吃 会再来 赞赞赞 不错哦	2016-03-19 19:06:11	2016-03-19 19:06:11	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	226796002	人多，但是味道和一般的酸菜鱼没什么区别，里面的萝卜倒是不错，人均消费还算便宜	2016-02-01 19:16:54	2016-02-01 19:16:54	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	232195794	黑鱼火锅是特色，三斤多左右一条	2016-02-20 08:18:20	2016-02-20 08:18:20	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	266874871	心心念念了很久，终于去吃了，下了班直接过去没有排队，很大一锅，很好吃。两个人都吃不太完。	2016-06-10 10:14:51	2016-06-10 10:14:51	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	322745459	味道不错，不过煮到后面汤太酸了，其他的菜都和其他火锅的差不多	2016-12-13 11:37:02	2016-12-13 11:37:02	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	348887348	工作日中午竟然有这么实惠的套餐。店门口不大，但里面挺大的，环境不错，座位间也比较宽敞。买的团购，团购是不需要选鱼的，问了口味就直接上菜了。酸菜鱼：第一次点中辣，其实也不是很辣，这个辣度比较开胃。酸菜鱼一如既往的好吃。凉菜：凉拌木耳无功无过，素鸡竟然出乎意料的好吃，在鱼上来前基本吃完了，正好垫个肚子。火锅配菜：两个人的话量还是偏多，最后娃娃菜基本没动，羊肉味道还可以，但上的太早了，肉有点软了，不过不影响口感。	2017-05-21 08:17:53	2017-05-21 08:17:53	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	363221821	中了个霸王餐，必须用掉！新开店，营销活动做的不错，12点多门口就排着长队，等待了20分钟后终于进场，因为没点套餐，现点现做又等了20分钟。近来周边开了不少酸菜鱼，这家的口味确实不错，特别爱锅里的酸萝卜片，酸爽开胃。三个人2斤三两的黑鱼，加肥牛和娃娃菜，十分下饭，吃到扶墙而出，结账170元，用了霸王餐券100，只付70，还是很实惠的。	2017-08-11 13:58:35	2017-08-11 14:00:09	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	264048593	鱼一般般 没点评上说的那么鲜嫩！	2016-06-01 19:18:59	2016-06-01 19:18:59	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	268562998	性价比真的蛮高的，鱼特别新鲜，味道不错，下次还会再去	2016-06-15 00:43:12	2016-06-15 00:43:12	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	299141707	不觉得口味有多好吃，鱼肉不怎么入味，环境还可以，服务不错，女性朋友福利哈：里面有一小鲜肉，一看就练过 嘿嘿	2016-09-10 21:45:50	2016-09-10 21:45:50	2017-10-22
10	110	3027	NULL	1	23022705	DIANPING	315224659	点评霸王餐活动，先感谢下DP和商户的活动。仰慕餐厅好久啦！餐厅的地址是位于定西路附近，三号线中山公园站出站后，二号出口出去，右转在右转直走就能走到，餐厅在老盛昌隔壁，还是非常好找的金。就餐地址的话是在二楼，进去后和服务台说明是霸王餐。并且询问，饮料是否要加冰还是常温，酸菜鱼是要哪种口味，我点了微辣。然后服务员就很快就把我们带上💺，因为去的时候比较早，所以人还不算多，很❤！很快就上了奶豆腐和金针菇生菜套餐，奶豆腐还是❤的，用勺子挖了一口，甜而不腻！入口即化，奶香浓郁，加上豆腐柔软的口感，完美的结合在一起，一点都不甜，相反有种让人吃了会上瘾的甜口！接下来等了好长时间，主菜的酸菜鱼总算是上了，很大的一锅子，黑鱼卷铺的🈵🈵的一锅！香气迷人，用筷子捞一下，底部还有白萝卜、宽粉条等等。性价比好。服务员自觉的来换骨盘，加水。餐前送一壶苦荞茶。这是一次非常愉快的霸王餐体验！	2016-11-07 15:53:18	2016-11-07 15:53:18	2017-10-22
